Search Term,Title,Abstract
type 2 diabetes,Strategies of Unloading the Failing Heart from Metabolic Stress.,"We propose a unifying perspective of heart failure in patients with type 2 diabetes mellitus. The reasoning is as follows: cellular responses to fuel overload include dysregulated insulin signaling, impaired mitochondrial respiration, reactive oxygen species formation, and the accumulation of certain metabolites, collectively termed glucolipotoxicity. As a consequence, cardiac function is impaired, with intracellular calcium cycling and diastolic dysfunction as an early manifestation. In this setting, increasing glucose uptake by insulin or insulin sensitizing agents only worsens the disrupted fuel homeostasis of the heart. Conversely, restricting fuel supply by means of caloric restriction, surgical intervention, or certain pharmacologic agents will improve cardiac function by restoring metabolic homeostasis. The concept is borne out by clinical interventions, all of which unload the heart from metabolic stress."
type 2 diabetes,Concurrent nonalcoholic fatty liver disease and type 2 diabetes: diagnostic and therapeutic considerations.,"Introduction: The relationship between nonalcoholic fatty liver disease (NAFLD) and type 2 diabetes mellitus (T2DM) is complex and bidirectional. NAFLD increases the risk of incident diabetes and is very prevalent in T2DM patients and T2DM is an aggravating factor for NAFLD. Timely T2DM diagnosis and treatment in subjects with NAFLD and diagnosis, staging and treatment of NAFLD in those with T2DM are critical issues. Areas covered: PubMed/MEDLINE was searched for articles related to concomitant occurrence of NAFLD and T2DM between January 2013 and May 2019. Areas covered included epidemiological, diagnostic and therapeutic aspects. Expert opinion: there is a need for increased awareness on NAFLD adding liver disease as an end-organ complication of T2DM. Emphasis on use of simple non-invasive tools to triage patients with potentially severe liver disease should be made. Management of patients with NAFLD and T2DM relies on lifestyle optimization to achieve significant weight loss. Currently, there is no drug approved for treatment of NAFLD in patients with T2DM although Vitamin E and pioglitazone might be used in selected patients. Approved diabetic medications hold promise for NAFLD treatment and several liver-specific drugs are in evaluation clinical trials. A combination approach will likely represent the future of NAFLD therapeutics."
type 2 diabetes,[Oral treatment of type 2 diabetes mellitus].,"The article informs about current views of the ethiopathogenesis of type 2 diabetes mellitus (DM). It presents diabetes as a disease which is chronic and progressive, therefore requiring a dynamic approach to treatment. Based on the above concept, the article lists the current armamentarium of oral antidiabetic drugs and the possibilities of their combining. In addition to the existing therapeutic options, it also brings information about innovative drugs from the above group to be made available in the near future."
type 2 diabetes,[Clinical guidelines for prevention and treatment of type 2 diabetes mellitus in the elderly in China (2022 edition)].,"According to the data of seventh national census in China, the elderly population (≥60 years old) accounts for 18.7% (260.4 million) of the total population in 2020. Among them, 30% are diabetes (78.13 million, and more than 95% being type 2 diabetes). Diabetic complications caused by poor glycemic control are the main risk factors influencing the healthy and survival of the elderly, and thus, diabetes prevention and treatment has been to be one of the key actions of Healthy China (2019-2030). The present guideline-""Clinical guidelines for prevention and treatment of type 2 diabetes mellitus in the elderly in China (2022 edition)"" is formulated on the basis of the "" Expert consensus of the diagnosis and treatment measures for Chinese elderly patients with type 2 diabetes (2018 edition)"" and summarizes the domestic and foreign related guidelines for elderly diabetes and research information. The aim of the guide is to optimize the elderly diabetes prevention and control concept, to promote the implementation of standardized clinical prevention, diagnosis and treatment strategy and to improve the level of overall management of diabetes in the elderly."
type 2 diabetes,Mexican Americans' explanatory model of type 2 diabetes.,"The purpose of this study was to develop a culturally specific explanatory model (EM) of diabetes mellitus from the perspective of Mexican Americans living along the United States-Mexican bonier Kleinman's concept of EMs of illness was used as the theoretical orientation, and the grounded theory method was used to sample, collect, and analyze data. The Mexican Americans in this study described their perceptions of type 2 diabetes using the following constructs: causes, symptom, treatment, and social significance. Each of the components of Mexican Americans' EM contained elements of both the folk and the biomedical perspective. Susto (a fright or scare) was perceived to be the primary cause of diabetes, although participants also incorporated biomedical causes. Treatment included the use of both herbal and biomedical modalities. The use of herbal remedies was not well understood by the participants despite the fact that some used herbal therapies to control their diabetes."
type 2 diabetes,Management of non-insulin-dependent diabetes.,"Understanding the management of non-insulin-dependent (type 2) diabetes (NIDDM) requires the grasp of three concepts. Firstly, the condition is steadily progressive and demands appropriate changes of therapy over time. Secondly, therapeutic aims must be set for three parameters: plasma lipids, plasma glucose and blood pressure. Thirdly, the condition is dangerous and regular screening for early complications is mandatory. In this brief review the nature of NIDDM is discussed and an approach to clinical management outlined."
type 2 diabetes,Perceptions of exercise and exercise instruction in patients with type 2 diabetes mellitus and sarcopenia : a qualitative study.,"Background:
        
      
      Exercise plays a major role in helping patients with type 2 diabetes mellitus and sarcopenia to increase muscle mass and muscle strength. However, little is known about perceptions of exercise and exercise instruction in these patients. This study aimed to explore the perceptions of exercise and exercise instruction from the patient's perspective.
    


          Methods:
        
      
      In a descriptive qualitative study, semi-structured face-to-face in-depth interviews were conducted with 16 patients with type 2 diabetes mellitus and sarcopenia at a tertiary hospital. The Consolidated Criteria for Reporting Qualitative Research (COREQ) guidelines were followed to ensure rigor in the study. The interviews were analysed using a thematic analysis method.
    


          Results:
        
      
      Four themes and 13 sub-themes were identified in this study. The four themes were knowledge-attitudes-practices surrounding exercise, motivators and barriers regarding exercise, and attitudes towards professional exercise instruction.
    


          Conclusion:
        
      
      This study provides a detailed understanding of the knowledge-attitudes-practices, motivators and barriers regarding exercise among patients with type 2 diabetes mellitus and sarcopenia, as well as attitudes related to exercise instruction. The current findings can guide healthcare professionals, patients' families, and policymakers to motivate patients to be physically active through policy initiatives and other types of incentives and programmes, such as providing more health education and holistic support, increasing family and friends' companionship and care, and providing suitable exercise conditions."
type 2 diabetes,Reversing type 2 diabetes with lifestyle change.,"Type 2 diabetes is now at epidemic levels in the UK and becoming increasingly costly for the NHS to treat. Risk factors include a high-carbohydrate diet and sedentary lifestyle. This article examines the effectiveness of a healthy, calorie-controlled diet and exercise regime in reversing type 2 diabetes."
type 2 diabetes,Genomics of type 2 diabetes mellitus: implications for the clinician.,"Our understanding of the genetics of type 2 diabetes mellitus (T2DM) has changed, in part owing to implementation of genome-wide association studies as a method for unraveling the genetic architecture of complex traits. These studies enable a global search throughout the nuclear genome for variants that are associated with specific phenotypes. Currently, single nucleotide polymorphisms in about 24 different genetic loci have been associated with T2DM. Most of these genetic loci are associated with the insulin secretion pathway rather than insulin resistance. Study design, heritability differences and the intrinsic properties of in vivo insulin resistance measures might partially explain why only a few loci associated with insulin resistance have been detected through genome-wide association approaches. Despite the success of these approaches at detecting loci associated with T2DM, currently known associations explain only a small amount of the genetic variance involved in the disease. Compared with previous studies, larger cohorts might be needed to identify variants of smaller effect sizes and lower allele frequencies. Finally, the current list of genetic loci that are related to T2DM does not seem to offer greater predictive value in determining diabetes risk than do commonly used phenotypic risk factors and family history."
type 2 diabetes,Behavior and biology: the prevention of type 2 diabetes.,"Type 2 diabetes mellitus (DM), characterized by insulin resistance and a beta-cell secretory defect, appears to result from a number of gene and environmental interactions. There are marked differences in the phenotypic expression of type 2 DM with individuals exhibiting varying levels of insulin resistance and impairments in insulin secretion. Study results indicate that a number of healthy lifestyle behaviors, such as increased physical activity and reduced intake of dietary fat, are associated with decreased development of type 2 DM. This article explores the genetic and environmental factors associated with the development of type 2 DM along with the role of lifestyle modifications in the prevention of this disease."
type 2 diabetes,Costs of clinical events in type 2 diabetes mellitus patients in the Netherlands: A systematic review.,"Background:
        
      
      Type 2 diabetes mellitus (T2DM) is an established risk factor for cardiovascular and nephropathic events. In the Netherlands, prevalence of T2DM is expected to be as high as 8% by 2025. This will result in significant clinical and economic impact, highlighting the need for well-informed reimbursement decisions for new treatments. However, availability and consistent use of costing methodologies is limited.
    


          Objective:
        
      
      We aimed to systematically review recent costing data for T2DM-related cardiovascular and nephropathic events in the Netherlands.
    


          Methods:
        
      
      A systematic literature review in PubMed and Embase was conducted to identify available Dutch cost data for T2DM-related events, published in the last decade. Information extracted included costs, source, study population, and costing perspective. Finally, papers were evaluated using the Consolidated Health Economic Evaluation Reporting Standards (CHEERS).
    


          Results:
        
      
      Out of initially 570 papers, 36 agreed with the inclusion criteria. From these studies, 150 cost estimates for T2DM-related clinical events were identified. In total, 29 cost estimates were reported for myocardial infarction (range: €196-€27,038), 61 for stroke (€495-€54,678), fifteen for heart failure (€325-€16,561), 24 for renal failure (€2,438-€91,503), and seventeen for revascularisation (€3,000-€37,071). Only four estimates for transient ischaemic attack were available, ranging from €587 to €2,470. Adherence to CHEERS was generally high.
    


          Conclusions:
        
      
      The most expensive clinical events were related to renal failure, while TIA was the least expensive event. Generally, there was substantial variation in reported cost estimates for T2DM-related events. Costing of clinical events should be improved and preferably standardised, as accurate and consistent results in economic models are desired."
type 2 diabetes,Type 2 diabetes in younger adults: the emerging UK epidemic.,"There is an emerging epidemic of type 2 diabetes (T2DM) in younger adults. They represent an extreme phenotype: likely to be obese, lead a sedentary lifestyle, have a strong family history of T2DM, be of black or minority ethnic origin, and come from less affluent socioeconomic groups. An accurate diagnosis of T2DM in younger adults, while essential to guide management, can be challenging even for the experienced diabetologist. Comorbidities such as hypertension, nephropathy and hyperlipidaemia are prevalent in this group, and, despite the lack of longitudinal data, they represent a very high risk group, with a need for aggressive management. This focused review of the epidemiology, aetiology, clinical outcomes, comorbidities and management of younger adults with T2DM will provide the non-specialist with up-to-date insight into the UK's emerging epidemic."
type 2 diabetes,Insulin treatment in elderly patients with non-insulin-dependent diabetes mellitus. A double-edged sword?,"Elderly patients with non-insulin-dependent (type 2) diabetes mellitus (NIDDM) form one of the largest sectors of the diabetic population. Emerging evidence indicates that hyperglycaemia is associated not just with an increased risk of microvascular complications but also with macrovascular disease, which remains the main cause of excess mortality in people with NIDDM. The treatment of hyperglycaemia in patients with NIDDM is notoriously difficult when diet, exercise and judicious use of oral antihyperglycaemic agents fail to maintain acceptable metabolic control. The treatment of hyperglycaemia in elderly patients is further hampered by age- or disease-related comorbidity. Insulin therapy can ameliorate many metabolic abnormalities of NIDDM, with consequent reduction of hyperglycaemia. Moreover, insulin treatment induces antiatherogenic changes in serum lipids and lipoproteins and probably enhances general well-being. However, insulin therapy is associated with bodyweight gain and an increased risk of hypoglycaemia. An unresolved question is the relationship of exogenous insulin therapy to the development of cardiovascular diseases. This reverse side of the coin has prompted research aimed at establishing methods to achieve the best possible reduction in hyperglycaemia with the smallest dose of insulin as possible. The most promising target in this respect has been the control of glucose overproduction from the liver by the nocturnal administration of intermediate- or long-acting insulin with or without oral antihyperglycaemic drugs. Intensive insulin therapy does not seem to have clear-cut benefits in elderly patients and can be hazardous. However, we cannot at present predict who will benefit from the various therapeutic regimens and therefore clinicians should use sound clinical judgment in choosing the appropriate therapy for an individual patient with NIDDM. Although we do not know at present whether we can, by our current modes of treatment, lower the frequency of vascular diseases, therapeutic nihilism, even in elderly patients with NIDDM, is outmoded."
type 2 diabetes,Type 2 diabetes towards the new millennium--the relative importance of glycaemic versus lipid control.,"The prevalence of type 2 diabetes is set to increase. The UKPDS has shown that better average glycaemic control over time leads to a reduction in microvascular complications. Macrovascular outcomes are also reduced in overweight subjects treated with metformin. The UKPDS and our own data, however, show that the natural history of type 2 diabetes is one of progressive deterioration in glycaemic control despite treatment. Lipid parameters emerges as the strongest predictors of outcomes in type 2 diabetes and suggest where therapeutic endeavours might best be directed. Ongoing trials of lipid-modifying therapies in type 2 diabetes will help to substantiate this. In the meantime, efforts to improve glycaemic control should not be pursued to the exclusion of other abnormalities that may have a greater relevance to outcomes of type 2 diabetes. There is an urgent need for better prevention and intervention strategies as we approach the new millennium."
type 2 diabetes,Low education is associated with poor periodontal status in patients with type 2 diabetes mellitus: A cross-sectional study.,"Objectives:
        
      
      Cardiovascular disease remains the most common cause of death in patients with type 2 diabetes mellitus. Because periodontitis is a risk factor of cardiovascular disease, identification of risk factors of periodontitis is valuable to control periodontitis effectively. The purpose of this study was to examine the association of education and household income with periodontal status in patients with type 2 diabetes mellitus.
    


          Methods:
        
      
      Participants were 2,436 patients (59.8% male, aged 29-93 years) with type 2 diabetes mellitus from 27 medical clinics. Participants' medical records and information about education, household income, general health status, and health behaviors were collected. Periodontal status was assessed in a nearby dental office. Multiple linear regression analyses and ordered logistic regression analyses were conducted to examine the association of periodontal parameters with education and household income after adjusting for age, sex, general health status, and health behaviors.
    


          Results:
        
      
      Multiple linear regression analysis showed that mean probing pocket depth was not significantly associated with education and household income. Ordered logistic regression analyses showed statistically significant odds ratios (ORs) of junior high school (reference: university) for the tertiles of the percentage of sites with bleeding on probing (OR: 1.42; 95% confidence interval [CI]: 1.11-1.81), percentage of mobile teeth (OR: 1.58; 95% CI: 1.24-2.03), and number of teeth present (OR: 0.51; 95% CI: 0.39-0.65), and statistically significant odds ratios of high school (reference: university) for the tertiles of the percentage of mobile teeth (OR: 1.27; 95% CI: 1.06-1.51) and number of teeth present (OR: 0.74; 95% CI: 0.62-0.88), but not household income.
    


          Conclusions:
        
      
      These results suggest that low education is one of the important predictors of poor periodontal status in patients with type 2 diabetes mellitus. It is important to provide targeted interventions including periodontal education in junior high school."
type 2 diabetes,Machine Learning Approach to Drug Treatment Strategy for Diabetes Care.,"Globally, the number of people with diabetes mellitus has quadrupled in the past three decades, and approximately one in 11 adults worldwide have diabetes mellitus. Since both microvascular and macrovascular diseases in patients with diabetes predispose them to a lower quality of life as well as higher rates of mortality, managing blood glucose levels is of clinical relevance in diabetes care. Many classes of antihyperglycemic drugs are currently approved to treat hyperglycemia in patients with type 2 diabetes mellitus, with several new drugs having been developed during the last decade. Diabetes-related complications have been reduced substantially worldwide. Prioritization of therapeutic agents varies according to national guidelines. However, since the characteristics of participants in clinical trials differ from patients in actual clinical practice, it is difficult to apply the results of such trials to clinical practice. Machine learning approaches became highly topical issues in medicine along with rapid technological innovations in the fields of information and communication in the 1990s. However, adopting these technologies to support decision-making regarding drug treatment strategies for diabetes care has been slow. This review summarizes data from recent studies on the choice of drugs for type 2 diabetes mellitus focusing on machine learning approaches."
type 2 diabetes,Does Insulin Use Worsen the Prognosis of COVID-19 Patients with Type 2 Diabetes Mellitus? A Current Update.,"Background:
        
      
      Insulin has recently received special attention concerning its use in COVID-19 patients. Although controversial, insulin can be able to worsen the prognosis of COVID-19 patients with Type 2 Diabetes Mellitus (T2DM) through an inflammatory pathway. This uncertain aspect brings a new perspective related to insulin use in this pandemic era.
    


          Objective:
        
      
      We tried to collect and analyze various studies related to this issue to provide a complete picture of the prognosis of insulin use in COVID-19 patients with T2DM.
    


          Methods:
        
      
      We comprehensively searched PubMed, Cochrane CENTRAL, Embase, EBSCO CINAHL, MEDLINE, and grey literature databases for studies investigating the effect of insulin on COVID-19 outcomes, including mortality, hospitalization, disease progression, other prognostic surrogates. Records were screened against the eligibility criteria.
    


          Results:
        
      
      2556 articles were retrieved and were screened. A total of 8 studies were included in the final analysis. There are no studies with solid evidence supporting the effect of insulin treatment on the worsening of the prognosis of COVID-19 patients with T2DM. Although several studies have shown that insulin is associated with a poor prognosis, most studies have not considered confounders. This certainly makes it challenging to analyze the effects of insulin independently.
    


          Conclusion:
        
      
      We propose that COVID-19 patients with T2DM continue to receive insulin, but with careful observation of the risk of disease progression."
type 2 diabetes,"Relationships among self-efficacy, social support, social problem solving, and self-management in a rural sample living with type 2 diabetes mellitus.","Self-management behaviors are important for control of type 2 diabetes mellitus. Therefore, determining factors that promote effective self-management behaviors may be significant for improving the well-being of patients with type 2 diabetes mellitus. This study examined relationships among self-efficacy, social support, social problem solving, and diabetes self-management behaviors. Further, this study evaluated whether social support and social problem solving were mediators of the relationship between self-efficacy and diabetes self-management behaviors in those living with type 2 diabetes mellitus. Using a cross-sectional, descriptive correlational design, data from a convenience sample of 152 rural people living with type 2 diabetes mellitus were examined. Findings indicated that self-efficacy was a strong predictor of diabetes self-management. The effect of social support on diabetes self-management differed among men and women in the sample. Social support and social problem solving were significantly associated with diabetes self-management in men. Neither social support nor social problem solving were mediators of the relationship between self-efficacy and diabetes self-management in this sample. These findings suggest that nurses need to consider implementing interventions to improve patients' self-efficacy and potentially influence diabetes self-management."
type 2 diabetes,The effect of type 2 diabetes on body composition of older adults.,"This review describes the effect of type 2 diabetes on fat mass, fat distribution, and lean mass, and changes in these parameters, in older adults, focusing on observational studies. Studies show that type 2 diabetes is associated with an unfavorable body composition characterized by more visceral fat, less thigh subcutaneous fat, and more fat infiltration in the muscle compared with persons without the disease. Longitudinal studies found an accelerated decline in muscle mass in older persons with type 2 diabetes. Studies are needed to examine the consequences of these changes in body composition on physical functioning, morbidity, and mortality risk."
type 2 diabetes,Young-onset type 2 diabetes in South Korea: a review of the current status and unmet need.,"The prevalence of young-onset (diagnosis at age < 40 years) type 2 diabetes mellitus (T2DM) is increasing globally. Young-onset T2DM has a common pathophysiology of glucose dysregulation as in late-onset T2DM. However, it presents a greater association with obesity and a more rapid decline in β-cell function than late-onset T2DM. Accumulating evidence indicates that disease progression in young-onset T2DM is rapid, resulting in early and frequent development of microvascular and macrovascular complications, as well as premature death. Improper management and low adherence to medical therapy are important issues in young-onset T2DM. This review discusses the epidemiology, disease entity, and clinical issues associated with young-onset T2DM. We also present the prevalence and clinical characteristics of patients with young-onset T2DM in South Korea."
type 2 diabetes,Target gene discovery in extended families with type 2 diabetes mellitus.,"Type 2 diabetes mellitus is a polygenic, multifactorial disease. Multiple attempts have been made to identify genes that predispose to development of diabetes using both the candidate gene approach and whole genome scanning. However, in spite of substantial financial commitment, very few targets have been identified. Identification of predisposing genes is complicated by several factors. Diabetic patients demonstrate a variety of gene defect combinations. Identification of predisposing genomic regions is thus impeded if data are collected from a heterogeneous population. In addition, the diseased phenotype may only manifest when the net effect of the predisposing factors exceeds a certain ""threshold"". The effects of predisposing genetic and environmental factors thus appear to be additive, and this also complicates target gene discovery. Using the traditional approach, significant associations between genomic regions and disease are rarely observed unless data are acquired from hundreds of individuals. In contrast, results from whole genome scans performed in homogeneous and consanguineous populations with a high incidence of type 2 diabetes have demonstrated that highly significant associations can be obtained using data from a small number of subjects belonging to the same extended family. Such populations offer the promise of substantial progress in type 2 diabetes genomics research."
type 2 diabetes,Refractory diabetes: Focus on the obvious.,"Refractory diabetes, characterized by poor glycaemic control despite adequate treatment, is an important entity. In this condition, even the best therapeutic regimes tailored for rapid symptomatic relief and attainment of glycaemic goals may not work. The need is to revive the clinical angle of endocrinology, including a detailed history, thorough examination, judicious use of investigations and patient specific management plan, along with quality control by self and peer assessment."
type 2 diabetes,Quality of type 2 diabetes management in the states of the Co-operation Council for the Arab States of the Gulf: a systematic review.,"Type 2 diabetes mellitus is a growing, worldwide public health concern. Recent growth has been particularly dramatic in the states of The Co-operation Council for the Arab States of the Gulf (GCC), and these and other developing economies are at particular risk. We aimed to systematically review the quality of control of type 2 diabetes in the GCC, and the nature and efficacy of interventions. We identified 27 published studies for review. Studies were identified by systematic database searches. Medline and Embase were searched separately (via Dialog and Ovid, respectively; 1950 to July 2010 (Medline), and 1947 to July 2010 (Embase)) on 15/07/2009. The search was updated on 08/07/2010. Terms such as diabetes mellitus, non-insulin-dependent, hyperglycemia, hypertension, hyperlipidemia and Gulf States were used. Our search also included scanning reference lists, contacting experts and hand-searching key journals. Studies were judged against pre-determined inclusion/exclusion criteria, and where suitable for inclusion, data extraction/quality assessment was achieved using a specifically-designed tool. All studies wherein glycaemic-, blood pressure- and/or lipid- control were investigated (clinical and/or process outcomes) were eligible for inclusion. No limitations on publication type, publication status, study design or language of publication were imposed. We found the extent of control to be sub-optimal and relatively poor. Assessment of the efficacy of interventions was difficult due to lack of data, but suggestive that more widespread and controlled trial of secondary prevention strategies may have beneficial outcomes. We found no record of audited implementation of primary preventative strategies and anticipate that controlled trial of such strategies would also be useful."
type 2 diabetes,Interaction between mitochondria and the endoplasmic reticulum: implications for the pathogenesis of type 2 diabetes mellitus.,"Mitochondrial dysfunction and endoplasmic reticulum (ER) stress are closely associated with β-cell dysfunction and peripheral insulin resistance. Thus, each of these factors contributes to the development of type 2 diabetes mellitus (DM). The accumulated evidence reveals structural and functional communications between mitochondria and the ER. It is now well established that ER stress causes apoptotic cell death by disturbing mitochondrial Ca(2+) homeostasis. In addition, recent studies have shown that mitochondrial dysfunction causes ER stress. In this paper, we summarize the roles that mitochondrial dysfunction and ER stress play in the pathogenesis of type 2 DM. Structural and functional communications between mitochondria and the ER are also discussed. Finally, we focus on recent findings supporting the hypothesis that mitochondrial dysfunction and the subsequent induction of ER stress play important roles in the pathogenesis of type 2 DM."
type 2 diabetes,Joseph Larner's personal odyssey: search for the cause and cure of non-insulin-dependent diabetes mellitus.,"Over the last five decades, Joseph Larner has tirelessly pursued scientific studies of the mechanism of insulin action, which are now providing new insight into the cause, diagnosis, and cure of non-insulin-dependent diabetes mellitus (NIDDM). Larner demonstrated that D-chiro-inositol (D-CI) is virtually absent in the urine of patients with NIDDM. Consequently, he suggested that the insulin resistance seen in such patients is related to the absence of one of the mediators of insulin action containing D-CI. Moreover, Larner demonstrated that this D-CI deficiency and insulin resistance could be corrected by the administration of D-CI to experimental diabetic and insulin-resistant animals. From this pioneering research, the potential for therapy using D-CI in NIDDM is evident and must be evaluated expeditiously."
type 2 diabetes,Effects of glucagon-like peptide 1 on appetite and body weight: focus on the CNS.,"The delivery of nutrients to the gastrointestinal tract after food ingestion activates the secretion of several gut-derived mediators, including the incretin hormone glucagon-like peptide 1 (GLP-1). GLP-1 receptor agonists (GLP-1RA), such as exenatide and liraglutide, are currently employed successfully in the treatment of patients with type 2 diabetes mellitus. GLP-1RA improve glycaemic control and stimulate satiety, leading to reductions in food intake and body weight. Besides gastric distension and peripheral vagal nerve activation, GLP-1RA induce satiety by influencing brain regions involved in the regulation of feeding, and several routes of action have been proposed. This review summarises the evidence for a physiological role of GLP-1 in the central regulation of feeding behaviour and the different routes of action involved. Also, we provide an overview of presently available data on pharmacological stimulation of GLP-1 pathways leading to alterations in CNS activity, reductions in food intake and weight loss."
type 2 diabetes,Cognitive function and quality of diabetes care in patients with Type-2-diabetes mellitus in general practitioner practice.,"Introduction/aims:
        
      
      The goal of the trial was the assessment of the quality of diabetes control and the cognitive function of all patients with type 2 diabetes mellitus treated in a randomly selected general practitioner practice in Thuringia, Germany. Furthermore possible interactions between patients' quality of diabetes control and their cognitive function should be analysed.
    


          Patients and methods:
        
      
      The investigation comprised all 141 patients with type 2 diabetes mellitus (age 67.3 +/- 10.5 years, body-mass index 29.3 +/- 4.5 kg/m2, patients without insulin therapy: n = 102, with insulin therapy: n = 39) who were patients at the general practitioner practice in Wandersleben, Thuringia, Germany, between November 1999 and April 2000.
    


          Results:
        
      
      The mean HbA1c of all patients examined was 6.33 +/- 1.1% (normal range 3.5-6.8%). 55 patients were treated with diet (HbA1c 5.7 +/- 0.76%) and 47 patients were given oral antidiabetic drugs (HbA1c 6.5 +/- 0.76 %). 27/47 (57.4%) patients were treated with sulfonylurea, 37/47 (78,7%) with metformin, 3/47 (6,4%) with acarbose and 7/47 (14.9%) patients received glinides. 18/47 (38,3%) patients had combinations out of two or more oral antidiabetic drugs. A total of 39 patients with type 2 diabetes mellitus were treated with insulin (HbA1c 7.0 +/- 1.24%). The premorbide cognitive function of the patients was 97.9 +/- 10.0 IQ-points. It was significantly better than the actual cognitive function (91.8+/-13.5 IQ-points, p<0.001). The actual cognitive function showed a correlation with patient's age (r = -0.28, p = 0.001), educational level (r = -0.25, p = 0.006) and profession (r = -0.29, p = 0.001). Performing multivariate analysis the premorbide cognitive function (b = 0.53, p<0.001) and patient's age (b = -0.32, p<0.001) showed associations with the actual cognitive function (R-square =0.36). Associations with the HbA1c (R-square = 0.37) showed the frequency of blood glucose self monitoring (beta = 0.38, p<0.001), the blood glucose value at the time of examination (beta = 0.34, p<0.001) and the diabetes duration (beta = 0.16, p = 0.03). There were no associations between actual cognitive function and other parameters.
    


          Conclusions:
        
      
      The data from this trial presents evidence which shows that treatment by general practitioners can enable patients both with and without insulin therapy to achieve a high quality of diabetes control. Hence, the results derived from ambulatory evaluations of treatment programmes can not be automatically tansferred to patients treated at hospitals. Regarding inpatient treatment, adapted structured treatment and teaching programmes are mandatory."
type 2 diabetes,Disease related changes in vocal parameters of patients with type 2 diabetes mellitus.,"Background:
        
      
      As the duration of diabetes progresses, various disease related complications might occur in patients. The main goal of this paper is to compare acoustic and aerodynamic measures of patients with type 2 diabetes mellitus (T2DM) with a control group of healthy subjects.
    


          Methods:
        
      
      A total of 91 subjects, 51 individuals with type 2 diabetes mellitus (DM group) and 40 healthy volunteers (HV group) were participated in the study. Maximum phonation time (MPT) was captured for assessing phonatory mechanics. Acoustic voice parameters, including mean fundamental frequency (mean fo), jitter local (Jlocal), jitter absolute (Jabs), shimmer local (Slocal), shimmer decibel (SdB), and harmonics to noise ratio (HNR) were detected using the Praat software program.
    


          Results:
        
      
      Only for Jabs, statically significant difference was found between the groups. There were no statically significant differences between any voice parameters of HV versus those with the duration of diabetes ≥10 years and the HbA1c level ≥7%. However, statically significant differences for MPT and Slocal were found between patients with neuropathy versus HV. In addition, a comparison between patients with voice complaint versus HV showed significant differences for Slocal and SdB.
    


          Conclusions:
        
      
      The findings of the present study do not provide strong evidence about the possible effect of DM on the human voice. However, diabetic neuropathy is considered to be a factor affecting the voice parameters in the target population. The physicians should pay attention to the acoustic and aerodynamic voice parameters in patients with diabetes, particularly in those with neuropathy or voice complaints."
type 2 diabetes,Diabetes management as a Turkish family affair: chronic illness as a social experience.,"Background:
        
      
      Health statistics frequently identify minority groups as vulnerable to chronic illness. Turkish Germans are said to be almost twice as likely to suffer from type 2 diabetes as Germans or Turks in Turkey.
    


          Aim:
        
      
      Turkish migrants' experiences with diabetes are explored, in particular the role of family in shaping responses to chronic illness.
    


          Subjects and methods:
        
      
      This paper draws on ethnographic fieldwork from September 2006 to August 2007 in Berlin, Germany. Interviews and participant observation were conducted with Turkish migrants with diabetes and their families, who were members of a Turkish self-help group, and with health professionals.
    


          Results:
        
      
      Family shapes Turkish Berliners' experience with diabetes in several ways and settings. The time of diagnosis is narrated as 'family histories'; subsequent attempts of lifestyle changes are negotiated as family practices, in particular with regard to food; and diabetes self-management, inside and outside the home, as day-to-day management practices, peer support and clinical consultations, affect and involve the whole family.
    


          Conclusion:
        
      
      Family and other social relationships are inherently tied to efforts of diabetes self-care. While research often focuses simplistically on family as 'social support' or a 'barrier', families share complex lifeworlds and negotiate shared practices to make these experiences habitable."
type 2 diabetes,Tailor treatment in the older patient with type 2 diabetes.,"Around 50% of older people with diabetes are asymptomatic. When symptoms are present they are often nonspecific, patients may feel generally unwell, tired or lethargic. Classic osmotic symptoms are usually less prominent in older age because of an increased renal threshold for glucose, resulting in reduced polyuria, and impairment of thirst sensation, resulting in reduced polydipsia. Because of the complexity of diabetes in old age a comprehensive assessment is important at initial diagnosis, with the aim of preventing loss of autonomy and preserving independence. Diabetes should be diagnosed if fasting plasma glucose is > or = 7 mmol/L or 2 hour postprandial glucose > or = 11.1 mmol/L. In addition to traditional micro- and macrovascular complications seen in younger people, older people with diabetes are at risk of developing atypical complications or geriatric syndromes such as cognitive dysfunction, depression, disability, falls, persistent pain and urinary incontinence. Glycaemic targets should be individualised taking into consideration the patient's overall health and life expectancy. Older people may tolerate higher levels of blood glucose before they develop osmotic symptoms because of a higher renal threshold for glucose with increasing age. On the other hand, they may appear to tolerate lower levels of blood glucose because of diminished autonomic symptoms of hypoglycaemia. Older people with diabetes are twice as likely to develop Alzheimer's disease or vascular dementia as age-matched controls without diabetes."
